job_id,kind,records,base_states,observed_branches,bad_layer_groups,tensor_failures,passed
cf_11_atmosphere,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_11_style,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_identity,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_appearance,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_action,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_scene,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_object,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_camera,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_atmosphere,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_12_style,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_identity,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_appearance,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_action,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_scene,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_object,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_camera,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_atmosphere,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_13_style,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_identity,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_appearance,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_action,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_scene,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_object,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_camera,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_atmosphere,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_14_style,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_identity,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_appearance,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_action,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_scene,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_object,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_camera,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_atmosphere,counterfactual,2430,27,"base,null,semantic",0,0,1
cf_15_style,counterfactual,2430,27,"base,null,semantic",0,0,1
