layer,head,switch_residual,paraphrase_residual,parity_residual,residual_log_ratio,query_log_ratio,prompt_history_excess,native_log_ratio,current_key_log_ratio,switch_temporal_js,paraphrase_temporal_js,temporal_js_excess,switch_temporal_w1,paraphrase_temporal_w1,temporal_w1_excess,previous_episode_mass,returned_a1_mass,discovery_prompt_history_excess,validation_prompt_history_excess,zero_label,discovery_zero_label,validation_zero_label,otsu_label,gmm2_label
5,4,0.009461581707000732,0.004351727431640029,0.0,0.6152533635748461,0.6679087705471487,-0.05306671784971062,0.5692430592743025,0.6599603254257851,5.29497119714506e-05,2.580080763436854e-05,2.6387773687019944e-05,0.05323895812034607,0.03180937469005585,0.017435818910598755,0.9981732666492462,0.0,0.009671019961017213,-0.15689152216485303,switch_stable,1,0,0,1
5,5,0.011033410206437111,0.005571017740294337,0.0,0.6939707941359218,0.6961027815806551,-0.04503349258467504,0.5299108678030533,0.712757913635246,4.1472085285931826e-05,1.0080482752528042e-05,2.4982933609862812e-05,0.05135076493024826,0.026351122185587883,0.018324637785553932,0.8087404370307922,0.0,-0.07159155467214906,-0.002909038045696366,switch_stable,0,0,0,1
5,6,0.005582327488809824,0.002798279165290296,0.0,0.660359768255788,0.6726420358870542,-0.01409789245939097,0.6381566612970253,0.688789007215554,5.247141234576702e-05,1.7036400095093995e-05,1.8369770259596407e-05,0.06234635412693024,0.04419567435979843,0.017547443509101868,0.9980492293834686,0.0,0.16823176281408928,-0.19699734164445606,switch_stable,1,0,0,1
5,7,0.005353744141757488,0.00361159595195204,0.0,0.5497205965388847,0.624554474557277,-0.14656829267467697,0.6446465872107578,0.6661458790526138,2.4547329303459264e-05,7.360118615906686e-06,9.555599717714358e-06,0.02507567871361971,0.013372827786952257,0.008510196581482887,0.7364056408405304,0.0,-0.04878025904218625,-0.19314631932460286,switch_stable,0,0,0,0
5,8,0.009317790158092976,0.004047514637932181,0.0,0.7129762427935917,0.6947297102825358,-0.009223955699928732,0.7110708231944174,0.7014488119141626,3.535862560966052e-05,9.396982932230458e-06,2.2283151338342577e-05,0.04136922210454941,0.023201830685138702,0.014580318704247475,0.954887330532074,0.0,-0.024598266364738525,0.0011912264149258611,switch_stable,0,1,0,1
5,9,0.003681321511976421,0.002755885594524443,0.0,0.2407091179899157,0.5835227235975724,-0.24634429453332596,0.6706649661001876,0.5488065526270942,3.7689911550842226e-05,9.651579603087157e-06,2.060849146801047e-05,0.034801729023456573,0.02076011709868908,0.012699641287326813,0.9985470473766327,0.0,-0.12421860317811734,-0.37803660221652446,switch_stable,0,0,0,0
5,10,0.008368095383048058,0.003341274685226381,0.0,0.8735504039469506,0.6190452654540424,0.16837095550533454,0.5768253575647306,0.5199023269329544,1.2967643669981044e-05,3.196753368683858e-06,6.274995485000545e-06,0.01260364567860961,0.007553399540483952,0.002403729595243931,0.6616721004247665,0.0,0.14055111862383435,0.2201056899133091,switch_responsive,1,1,1,1
5,11,0.004668246954679489,0.002233811072073877,0.0,0.6046879100104238,0.6878783234399461,-0.05094598702175862,0.5993076418423764,0.6650929444402321,5.3450523409992456e-05,1.5166013326961547e-05,2.9676488338736817e-05,0.062473490834236145,0.03328260779380798,0.023812294006347656,0.9826741218566895,0.0,-0.09806824325822372,0.010151215753194609,switch_stable,0,1,0,1
6,0,0.008868447504937649,0.005079351598396897,0.0,0.5773325973997455,0.7319838690486006,-0.12839676302658418,0.7053243736397519,0.7760635458334453,7.424977229675278e-05,1.764269472914748e-05,4.486940451897681e-05,0.06744268909096718,0.03816734254360199,0.023701317608356476,0.9224524199962616,0.0,-0.21608649601107754,0.016336367942675012,switch_stable,0,1,0,0
6,1,0.005738202016800642,0.0023753433488309383,0.0,0.7870107353808156,0.7181754204702404,0.03882504896950209,0.682321012374417,0.7479987333893368,1.848510146373883e-05,5.530171620193869e-06,1.0907770047197118e-05,0.028472453355789185,0.016957076266407967,0.007227353751659393,0.9259468019008636,0.0,0.09838830727527392,-0.021574992817608774,switch_responsive,1,0,0,1
6,2,0.006239241920411587,0.00422611553221941,0.0,0.4080918555305493,0.824538895273893,-0.37536379636625106,0.6539157026235811,0.7013061868225579,5.721446359530091e-05,1.6714591765776277e-05,2.5470905711699743e-05,0.05587514489889145,0.04045964032411575,0.012637702748179436,0.9511874914169312,0.0,-0.27007846822669107,-0.5355050032917721,switch_stable,0,0,0,0
6,3,0.0077491027768701315,0.002960107405669987,0.0,0.8378352730180032,0.664913758609117,0.16978454143931018,0.7343243499047754,0.7036865396871419,4.7594920033589005e-05,1.0377671060268767e-05,3.6364212064654566e-05,0.047132935374975204,0.02079167403280735,0.022083157673478127,0.9237858057022095,0.0,0.2548957597226914,0.11704776956070218,switch_responsive,1,1,1,1
6,4,0.005640472285449505,0.0026098088128492236,0.0,0.7619802894010865,0.6958026490125386,0.06617864834723586,0.670549382499679,0.7195886061014204,4.125101986574009e-05,1.3108499842928723e-05,2.2426160285249352e-05,0.04213760234415531,0.023848269134759903,0.011707582045346498,0.8602990210056305,0.0,0.049904747336185634,0.0959590585503835,switch_responsive,1,1,1,1
6,5,0.006311676697805524,0.002573316218331456,0.0,0.8245244000974865,0.7656918352893708,0.0454888728375496,0.8028861140626711,0.7213351919896849,2.2291215827863198e-05,5.0823546189349145e-06,1.5350457033491693e-05,0.033820947632193565,0.017009016126394272,0.01572548784315586,0.9182953536510468,0.0,0.02801666158902011,0.06813649130437738,switch_responsive,1,1,0,1
6,6,0.01327010290697217,0.00562890968285501,0.0,0.7540591217096781,0.6526382796563617,0.08914607678936304,0.719323318946897,0.5964520289430169,3.081366594415158e-05,7.251474016811699e-06,1.7911552276927978e-05,0.03808492794632912,0.019977575168013573,0.016601722687482834,0.9428235292434692,0.0,0.10880691123970188,0.08139767018591851,switch_responsive,1,1,1,1
6,7,0.00821519736200571,0.003646363504230976,0.0,0.6796535945915972,0.7164459469609966,-0.07029499896283369,0.6988506466919071,0.7086866942105378,4.250260644766968e-05,9.430131285625976e-06,2.3400210920954123e-05,0.045239996165037155,0.024507105350494385,0.018843024969100952,0.928248792886734,0.0,-0.05540527032388631,-0.1035306570967981,switch_stable,0,0,0,1
6,8,0.005875552771613002,0.0023751810658723116,0.0,0.7704234364154647,0.7450216713425474,-0.015344713553015032,0.7758129876310416,0.7080025456522014,4.926322435494512e-05,1.296539994655177e-05,3.006241240655072e-05,0.049235498532652855,0.026378673501312733,0.019604286178946495,0.9265726804733276,0.0,0.06790930274360671,-0.02765378760543563,switch_stable,1,0,0,1
