layer,head,policy_prompt_score_discovery,policy_prompt_score_validation,policy_prompt_bootstrap_agreement,policy_prompt_A1,policy_prompt_B,policy_prompt_A2,persistent_content_discovery,persistent_content_validation,persistent_content_bootstrap_agreement,persistent_content_B,persistent_content_A2,persistent_positioned,persistent_output
1,1,0.6174281132540175,0.43304223050052265,0.974,0.2774908900104853,0.4818704054853007,0.3285635541583073,0.0004296153783798218,0.0006039440631866455,0.874,0.00042235851287841797,0.0006119012832641602,4.172325134277344e-05,0.0004528164863586426
1,2,0.46042275432247415,0.7448775049573029,1.0,0.8162485683784271,0.6627964190222342,0.5635539983073278,-0.0009468644857406616,-0.0005917325615882874,1.0,-0.000670313835144043,-0.0008125007152557373,-0.0007152259349822998,0.0005473494529724121
1,3,0.6999034801950786,0.5586071320228444,1.0,0.7644245287038026,0.7155567908577602,0.602033244029654,-0.0003222227096557617,-0.0031788423657417297,0.974,-0.0007011592388153076,-0.0009701550006866455,-2.5331974029541016e-07,0.002425074577331543
1,4,0.5032679208704122,0.2549382635549091,0.998,0.6157322225352116,0.35651098949972154,0.2654759060113828,0.0008135139942169189,0.0012629106640815735,1.0,0.0007621049880981445,0.000858008861541748,0.00028973817825317383,0.0008202791213989258
1,5,0.2908479771415013,0.3539800025607771,0.994,0.3853013563007429,0.3532595951128562,0.26766893834812944,-0.00035708025097846985,0.00027272850275039673,0.616,1.704692840576172e-05,-0.0001312345266342163,0.00015088915824890137,-0.00026370584964752197
1,6,0.2586351015353572,0.05536016283194298,0.894,0.10416345339039215,0.0436174150083328,0.104832800498641,-0.0016372408717870712,-0.0016084648668766022,1.0,-0.0015535205602645874,-0.0016060173511505127,-0.00030416250228881836,0.001986578106880188
1,7,0.4891529178978578,0.4407130276426069,1.0,0.5442623391987252,0.5394252337839147,0.4639323637498931,-0.0007618814706802368,-0.001070067286491394,0.784,-0.0006614029407501221,-0.0008662641048431396,-0.0006764531135559082,0.0002412348985671997
1,8,0.0910082788147615,0.3146769602834699,0.894,-0.37176845147720655,0.12434518534362132,0.16139004936295598,-0.004739716649055481,-0.0015016421675682068,0.992,-0.003102809190750122,-0.003450334072113037,-0.002413935959339142,0.00916627049446106
1,9,0.5935909399215595,0.24058654405469762,0.986,0.2468413616314919,0.32891827242640026,0.372698216071094,-2.4013221263885498e-05,-0.0005875155329704285,0.656,-0.00011599063873291016,-0.0003121793270111084,-0.0007948726415634155,-4.881620407104492e-05
1,10,0.7070709101461032,0.6677251308829526,1.0,0.6678865406841993,0.6274581274884355,0.7272351440064165,-0.0006875023245811462,-0.002921469509601593,0.95,-0.0016319453716278076,-0.0021491944789886475,-0.00115106999874115,0.001299738883972168
1,11,0.34356109615667396,0.34410199529992463,0.91,0.304434405118282,0.2994193884022804,0.3225358510224916,-0.0032236799597740173,-0.0010927990078926086,0.974,-0.0025943219661712646,-0.0025481879711151123,0.0009765326976776123,0.002793341875076294
2,0,0.8264398728008389,0.4257485599096515,1.0,0.6320193564119441,0.7392091122671122,0.671041986489463,-0.00016552209854125977,-0.0009131878614425659,0.796,-0.0004787743091583252,-0.0006336569786071777,-0.0003521144390106201,0.00267753005027771
2,1,0.7895172485587768,0.8819354491415492,1.0,0.9990833454468354,0.879333495493803,0.8895675114957173,-0.0025615394115448,-0.0015403181314468384,0.99,-0.0015420317649841309,-0.0019284188747406006,-0.0003956034779548645,0.002292439341545105
2,2,0.17422072485526235,0.12928215565562087,0.792,0.1443571936385616,0.23009350456097488,0.09786676079953238,-0.0008375123143196106,-0.003109484910964966,0.952,-0.002353578805923462,-0.0021820664405822754,-0.0022580474615097046,0.0002539306879043579
2,3,0.015427556898206907,0.28957391476799976,0.968,0.18357917806878776,0.10726485583941933,0.10622583443309928,-0.00013927370309829712,0.00013518333435058594,0.534,1.582503318786621e-05,-0.00017547607421875,-6.020069122314453e-05,0.00013893842697143555
2,4,0.35253335005698416,0.2763181531111447,1.0,0.3457071183468168,0.35501130426731264,0.3735176833205538,-0.0008918344974517822,-0.00019163638353347778,0.986,-0.0006541609764099121,-0.0005655586719512939,-0.0006010383367538452,-0.0004888772964477539
2,5,0.5162743141174463,-0.1543329602942881,0.892,0.11448769469098644,0.4798257126747608,0.30423817802707287,0.0003721378743648529,-0.0001768302172422409,0.586,8.960068225860596e-05,2.467632293701172e-05,-0.001110076904296875,-0.005488216876983643
2,6,-0.026142020387969978,0.6194464134747664,0.996,0.658920270644744,0.27339331376360426,0.3271019904405464,-0.00043792277574539185,-0.0001065284013748169,0.908,-0.00015974044799804688,-0.0004506707191467285,1.7955899238586426e-05,0.0017421245574951172
2,7,0.310577240303216,0.22551955181831085,0.992,-0.011888016993723079,0.23564569253267376,0.26574410171159135,-0.0016972720623016357,0.0004367940127849579,0.97,-0.000646740198135376,-0.0006985664367675781,-0.0006768926978111267,0.0009650886058807373
2,8,0.507727685525386,0.2970982051128729,1.0,0.48976685431331735,0.3681862569561295,0.42775282561071853,-0.001332104206085205,-0.00037960708141326904,0.998,-0.0006718039512634277,-0.0005260109901428223,0.00028727948665618896,0.003216177225112915
2,9,0.6948578563480087,0.35892106191183215,1.0,0.5139098058393075,0.7600205104257463,0.4104072066829107,-0.0006616711616516113,-0.002169933170080185,0.772,-0.0016957521438598633,-0.000986054539680481,-0.000275343656539917,-0.0007349550724029541
2,10,0.41023297348296484,0.4419644712997445,0.99,0.5317346706473858,0.2807035719846256,0.3906305704270877,-0.0020178258419036865,-5.0187110900878906e-05,0.97,-0.0012496113777160645,-0.0006878376007080078,-0.0007399693131446838,0.002059042453765869
2,11,0.17558564262377388,-0.12538315346481116,0.818,0.1917230560359317,0.03545614096954282,0.024208827829092512,-0.003993511199951172,5.8144330978393555e-05,0.862,-0.000782400369644165,-0.0009272098541259766,-0.00027811527252197266,0.0007472634315490723
3,0,0.25625678700778387,0.4232615154354618,1.0,0.38055005374699813,0.4172672702317374,0.3558256489752817,-0.002631157636642456,-0.0011582449078559875,0.998,-0.0017435252666473389,-0.0022560060024261475,0.0006689727306365967,0.0003706812858581543
3,1,0.4448625375383085,0.5013854008988987,0.998,0.3779231292078901,0.5764689149838325,0.3690745247958064,0.00021519139409065247,-0.0010786019265651703,0.884,-0.0007633864879608154,-0.0006707310676574707,0.0009329169988632202,0.0014870762825012207
3,2,0.5575027235452279,0.46725061576895555,1.0,0.6912953218392822,0.5426591448379009,0.520308035084447,-0.0009026303887367249,-0.0007837638258934021,0.892,-0.0010148882865905762,-0.0007971823215484619,0.00014745444059371948,-0.00037679076194763184
3,3,0.7062682563011946,0.6116828020524238,1.0,0.9008955108692512,0.5982404155911439,0.5059355255507381,-0.0007799454033374786,-0.0006262660026550293,1.0,-0.0006219744682312012,-0.0008370876312255859,-0.0006292611360549927,0.0006871074438095093
3,4,0.6051165475949669,0.7638640229457034,1.0,0.6351591306773379,0.6405709771521504,0.4517380566506558,-0.0009782835841178894,-0.0006651505827903748,0.986,-0.00047284364700317383,-0.001040428876876831,-0.00020475685596466064,0.0011576265096664429
3,5,0.557566541269471,0.6316983982740301,1.0,0.7600357271630866,0.48155688606601343,0.5371962125020311,-0.0001273825764656067,-0.0005464404821395874,0.9,-0.0006383657455444336,-0.0006980001926422119,-0.0006780326366424561,7.942318916320801e-05
3,6,0.42948022029565747,0.4109141302921957,1.0,0.4310319170845056,0.46832850350007726,0.4263043231093755,0.0002225339412689209,-0.0013193339109420776,0.964,-0.0006425082683563232,-0.0009992718696594238,-0.0005278512835502625,-0.00045578181743621826
3,7,0.22032198673476916,0.3189769812817845,1.0,0.30509239058965404,0.26980477969944056,0.1948209776098532,0.001634441316127777,-0.00022548437118530273,0.664,0.0001436471939086914,0.0003177523612976074,4.6446919441223145e-05,-0.00015729665756225586
3,8,0.5709955864165847,0.5511467754697025,1.0,0.6961446392762569,0.5717463778866534,0.5631209188139259,-0.0005013570189476013,-0.0003382489085197449,0.878,-7.304549217224121e-05,-0.0006605386734008789,-0.0001211017370223999,0.0005676448345184326
3,9,0.3577878079171237,0.07263868377820928,0.934,0.13329663215839538,0.3294841299704351,0.12362000306820645,-0.00031727924942970276,-0.001992449164390564,0.976,-0.000539243221282959,-0.00109785795211792,-0.0005797892808914185,-0.00012758374214172363
3,10,0.6070535470830176,0.6104057995704097,1.0,0.521201197389414,0.6606436335040029,0.7596474267690901,7.427483797073364e-05,-0.001139722764492035,0.934,-0.00024497509002685547,-0.0010021328926086426,0.00028583407402038574,0.0007919669151306152
3,11,0.638433205543939,0.5044150253198454,1.0,0.5706361416444017,0.5050074499369555,0.5515204047142309,0.0011850222945213318,-0.0009876713156700134,0.598,0.00013327598571777344,0.0001730024814605713,0.0001208186149597168,9.313225746154785e-05
4,0,0.5370789522210503,0.5127748765450595,1.0,0.5891979905511947,0.389993087751083,0.552316990851256,-0.0007975921034812927,0.0005419328808784485,0.602,-0.00015777349472045898,-0.0005617737770080566,-0.00013096630573272705,-0.0003973841667175293
4,1,0.3780079696722434,0.48702137196987805,1.0,0.4286896778250392,0.36099604936576846,0.45301886785224543,0.0009409487247467041,0.0006580129265785217,0.914,0.0006181597709655762,0.0007573068141937256,-5.193054676055908e-06,-0.0003978908061981201
4,2,0.5040539771520463,0.5312882996161984,1.0,0.4132700198875562,0.46411018172917573,0.5459387894058353,-0.0011216402053833008,0.0002876296639442444,0.82,-0.0007330477237701416,-0.00033715367317199707,-0.00011719763278961182,-0.0012883245944976807
4,3,0.1459630353582803,-0.2969120701921546,0.736,0.15016263876630484,-0.07525867362064942,-0.24300754201864777,0.00022349506616592407,0.0002264454960823059,0.802,0.00026425719261169434,0.0001525282859802246,0.0007606670260429382,-0.0003643333911895752
4,4,-0.06645294329012259,0.32278751499532754,0.68,0.19280926176707075,-0.03179875070064062,0.0859561032023668,0.0027444586157798767,0.00042188167572021484,0.982,0.0015394389629364014,0.002137094736099243,0.0019688233733177185,-6.403028964996338e-05
4,5,0.23165448372124764,0.27041838064358065,1.0,0.2769225609496016,0.34308120725930635,0.2672325180706645,0.00017970427870750427,-0.0008245483040809631,0.58,-0.00045439600944519043,-0.0009360015392303467,8.721649646759033e-05,0.00038060545921325684
4,6,0.18678830056570112,0.745924355351095,1.0,0.3766728581670146,0.38059555965718067,0.5723705177191694,-0.0002927929162979126,0.00011076778173446655,0.556,-7.31348991394043e-05,-8.118152618408203e-05,0.0002707839012145996,0.0005710422992706299
4,7,0.4402164590407723,0.48677594861942064,1.0,0.4919116675903805,0.4992491473310512,0.43201085075355533,-5.02467155456543e-05,-1.2695789337158203e-05,0.572,-0.00017121434211730957,4.83095645904541e-05,2.2485852241516113e-05,-0.0007455646991729736
4,8,0.5307817145804852,0.5403775359048277,1.0,0.487514906008663,0.5109929345734925,0.4484614475023222,-0.0005381926894187927,-0.0006722807884216309,0.932,-0.0005627572536468506,-0.0009489506483078003,-0.0005406662821769714,-0.0008731335401535034
4,9,0.5469895581172759,0.2663962049823529,0.998,0.0664867310508297,0.4269910816276029,0.4396705793870732,-0.0008197352290153503,-0.0009898599237203598,0.878,-0.0012478083372116089,-0.0009109228849411011,-0.002079591155052185,-0.00267636775970459
4,10,0.45097946557051616,0.8039059822228277,1.0,0.8676543724705765,0.48585547708780497,0.5301863784523883,-0.000505983829498291,-0.0006686076521873474,0.988,-0.0004463493824005127,-0.0007850825786590576,-0.0002886354923248291,-0.0010285228490829468
4,11,0.642327391849179,0.4001107948951249,1.0,0.4442887044199353,0.4884254224443229,0.6275402361142707,0.0007491037249565125,0.00045846402645111084,0.844,0.0005249679088592529,0.0005238354206085205,-0.00022191554307937622,-0.00040449202060699463
5,0,0.511804081304422,0.3910521911762608,1.0,0.4530612855211835,0.2639098977924974,0.5524654368568096,-0.0005532130599021912,0.0009198710322380066,0.616,0.0002542436122894287,0.0005270838737487793,0.0006859451532363892,0.0010841786861419678
5,1,0.25028703181076656,0.1612597281680043,1.0,0.1963389145256672,0.18871980635470226,0.23411685819935826,0.00010220706462860107,0.00034449249505996704,0.718,0.0003662407398223877,-6.315112113952637e-05,-0.0002533942461013794,0.000661313533782959
5,2,0.45989422015899695,0.26683411255330286,1.0,0.4082187493244115,0.3106957223742288,0.4386210028288112,0.001199282705783844,0.0002559870481491089,0.972,0.0005384087562561035,0.0006534755229949951,0.00022608041763305664,-1.2487173080444336e-05
5,3,0.5787324993413863,0.4435166335657325,1.0,0.6248859710946599,0.3644706651733109,0.5850591392938996,-0.0009214207530021667,-0.00025245919823646545,0.908,-0.0005037486553192139,-0.00029709935188293457,-0.0005628839135169983,0.001198500394821167
5,4,0.3007688572166563,0.322452208449246,0.996,0.09224340382173135,0.2881696044214627,0.441340958194153,-0.0002951323986053467,-0.0011982321739196777,0.91,-0.0007044374942779541,-0.00042000412940979004,-0.0006716698408126831,-0.002314925193786621
5,5,0.7940870674712133,0.6758958498797196,1.0,0.7320992461124756,0.773495450503755,0.6200673216461057,0.0016067177057266235,-0.0019917339086532593,0.516,-5.120038986206055e-05,0.000235825777053833,0.000590100884437561,0.0005494356155395508
5,6,0.36534963696835776,0.10848784093283223,0.98,0.2272923681419076,0.25232123813451623,0.31725355639389874,-0.0010484382510185242,-0.0011583566665649414,1.0,-0.0007380247116088867,-0.0009069442749023438,9.73045825958252e-06,-0.00023561716079711914
5,7,0.3836670985298106,0.23071556651373776,1.0,0.6511714743753652,0.35448008624258165,0.2993865631003748,-0.00046672672033309937,0.0007132887840270996,0.742,-0.00036910176277160645,-0.00020384788513183594,-0.0002916008234024048,0.0007595717906951904
5,8,0.585413137351864,0.7105097246406655,1.0,0.7463923048459109,0.4742669817372215,0.7171704771589253,0.0012437328696250916,-0.0006971731781959534,0.698,9.933114051818848e-05,0.000287473201751709,0.0003604590892791748,6.625056266784668e-05
5,9,0.4366820661760822,0.3515588173390579,1.0,0.37609384767082427,0.365338530330199,0.44322802892610247,-2.9005110263824463e-05,-0.00016023218631744385,0.622,-3.889203071594238e-05,-0.00013187527656555176,0.0001285076141357422,0.0004812180995941162
5,10,0.48240569030116975,0.2298095396820744,0.998,0.3232789006703556,0.2017050950393481,0.49338426011516073,-0.0003390386700630188,0.00030065327882766724,0.558,-8.285045623779297e-05,-0.00011014938354492188,0.00029812753200531006,0.00064048171043396
5,11,0.614329214951862,0.4518165517355239,1.0,0.5698314105665843,0.5518296859518305,0.5506714950523621,-0.0009558945894241333,-0.0007655024528503418,0.998,-0.0006668567657470703,-0.0006162524223327637,-0.0006882250308990479,-0.00035481154918670654
6,0,0.5504973813100941,0.34831989501265115,1.0,0.4263713227847331,0.5594174032055006,0.737528798469504,0.00018977373838424683,0.00017200782895088196,0.584,5.9098005294799805e-05,-0.0003133714199066162,-0.0004325062036514282,-0.0007198750972747803
6,1,0.5297274240417269,0.49181890093309116,1.0,0.6011651005925327,0.5931314777502474,0.3672269878614167,-0.00026862695813179016,0.00046624988317489624,0.574,0.0005414187908172607,0.00013813376426696777,0.00036804378032684326,0.0004516094923019409
6,2,0.47667212428052597,0.666173982430871,1.0,0.6844473140033969,0.6501325551016082,0.6313654194245291,0.0005446895956993103,0.0004682391881942749,1.0,0.0006526708602905273,0.0003725588321685791,0.0005903914570808411,0.0004412233829498291
6,3,0.7780322801646138,0.7354844126713991,1.0,0.7759145163286686,0.7252033291150781,0.761643824490214,0.0013465359807014465,0.001218218356370926,0.966,0.0011280179023742676,0.0008867383003234863,0.0005640536546707153,0.008949190378189087
6,4,0.5275367097453885,0.44267143715983737,1.0,0.5904334026217013,0.5552522900292627,0.4439522168534391,-0.00040636584162712097,7.671117782592773e-05,0.9,-1.9490718841552734e-05,-0.0003816187381744385,0.00028033554553985596,-0.00036685168743133545
6,5,0.7159800332755222,0.5121374611519028,1.0,0.446696159536341,0.6933442858782211,0.46582241153822446,0.0008738040924072266,0.0002802610397338867,0.946,0.0008525252342224121,0.0007536411285400391,0.0013537704944610596,0.0008423328399658203
6,6,0.7788441271317195,0.8318488810134423,1.0,0.6180434731806455,0.8123698931720493,0.6995635307412535,0.0006093345582485199,-0.0005389191210269928,0.506,0.0009791702032089233,-0.0007997751235961914,0.0006918758153915405,0.002951681613922119
6,7,0.7388963615697868,0.495126156892857,1.0,0.8197033911521894,0.5414249283550121,0.7321697450589213,0.00121404230594635,-0.0004420429468154907,0.566,0.00040787458419799805,3.147125244140625e-05,0.0004128292202949524,0.0009656995534896851
6,8,0.6217938065410867,0.6141390656180745,1.0,0.47644006582257337,0.6824274111287502,0.5693653991560707,0.0010322555899620056,0.00073976069688797,0.934,0.0007259249687194824,0.00029218196868896484,0.00027818232774734497,1.1175870895385742e-06
6,9,0.6299548242582487,0.4203783168974241,1.0,0.4949337101851848,0.5968087294784881,0.4156368918907549,-0.0002605840563774109,0.0010445192456245422,0.768,0.00047850608825683594,0.0005116760730743408,0.00043717026710510254,0.002034008502960205
6,10,0.5265481991564198,0.44673240271062026,1.0,0.2671251553991454,0.46940187905904773,0.517264283345499,-9.597092866897583e-05,0.0008505992591381073,0.66,0.0004068911075592041,-0.0002734661102294922,0.00038439780473709106,0.0008301138877868652
6,11,0.3023278677660076,0.5380403477227067,1.0,0.43079157282486724,0.5021148727112246,0.36761113431068704,0.00034200120717287064,0.00024056993424892426,0.824,0.00041024014353752136,0.00015360303223133087,0.0011724887299351394,0.0017244517803192139
7,0,0.6098562678238718,0.7586531322666074,1.0,0.6165576229538725,0.6364795337453188,0.6781985191896144,-0.0005678534507751465,0.000541292130947113,0.53,-0.00028711557388305664,0.0002626180648803711,6.463378667831421e-05,0.0019013583660125732
7,1,0.5325172924719307,0.6195875656329526,1.0,0.5296858051304196,0.5361552983466467,0.5021534899890193,0.00038239359855651855,-4.29004430770874e-05,0.784,0.00011274218559265137,-2.8401613235473633e-05,0.0003879070281982422,0.002055943012237549
7,2,0.6514783978623646,0.5898825714280626,1.0,0.7106886817304296,0.6337999621599331,0.6183625737135745,0.00021752715110778809,4.2065978050231934e-05,0.544,-9.468197822570801e-05,0.0003706812858581543,-0.00011017918586730957,0.005501061677932739
7,3,0.334606609515651,0.2756734331684845,1.0,0.4550276316687515,0.3648215622824977,0.38090294270415326,0.0007751397788524628,0.0009712353348731995,0.964,0.0008278116583824158,0.0009232610464096069,0.000541025772690773,0.0008123517036437988
7,4,0.5166857867983412,0.4603972090184528,1.0,0.46852520088234884,0.5915838810123226,0.6049883447883084,-0.0005445703864097595,0.00032714009284973145,0.566,-0.00013753771781921387,0.00011783838272094727,0.0005080029368400574,0.009536415338516235
7,5,0.5616630455540839,0.4526911018062766,1.0,0.6310466975592401,0.5714341525619111,0.4957909484902142,0.0003039911389350891,0.0011371299624443054,0.996,0.0008925199508666992,0.000730663537979126,0.000827595591545105,-0.0001996457576751709
7,6,0.6705227728689583,0.5229526719358506,1.0,0.5250821955904728,0.562630813940122,0.602120861143756,0.0013310126960277557,0.0011276155710220337,0.904,0.0012867152690887451,0.0010485351085662842,0.0013858377933502197,0.003368377685546875
7,7,0.5358356365950374,0.43514734434752267,1.0,0.42141576598636243,0.40023443193828345,0.695776515414173,0.0009251609444618225,0.00042204558849334717,0.902,0.00037723779678344727,0.0007121562957763672,0.0010060817003250122,0.0037233084440231323
7,8,0.5863198950187454,0.5739926887665922,1.0,0.5996054959457849,0.5851655018381967,0.48369574814899907,0.00042688101530075073,0.0013703927397727966,0.994,0.0004979372024536133,0.0008324384689331055,0.0004776418209075928,0.0025044679641723633
7,9,0.605920913221025,0.5847849978597179,1.0,0.6338090099867895,0.525737172489112,0.6282002354082167,-0.00037919729948043823,0.00020819157361984253,0.746,0.0003362596035003662,0.00026747584342956543,0.0008724331855773926,0.0007061213254928589
7,10,0.7117367715526031,0.7248491336434424,1.0,0.6913968734277445,0.7441110767028822,0.7562456614500318,0.001147255301475525,-8.264929056167603e-05,0.872,0.0006512999534606934,0.0015102028846740723,0.00013490021228790283,0.003518417477607727
7,11,0.6270502922068758,0.49831926464277904,1.0,0.46551830278492706,0.5934518230919482,0.6126203047992739,0.0016121044754981995,0.0015224814414978027,1.0,0.0016470551490783691,0.0016137361526489258,0.001746252179145813,-2.2426247596740723e-05
8,0,0.49962480387126984,0.28890048045115435,1.0,0.3219705137237772,0.4056460249464161,0.43828214955442135,-0.0010743215680122375,0.0007042139768600464,0.626,0.00013527274131774902,-0.0003978312015533447,-0.00013209879398345947,0.001331716775894165
8,1,0.604570152033312,0.5862664175445955,1.0,0.21682948115684825,0.7070173085666669,0.5643375034053739,0.0015427395701408386,0.00043742358684539795,0.97,0.0009273290634155273,0.0008012950420379639,0.000748172402381897,0.0015370547771453857
8,2,0.7919670475923511,0.5418558073312145,1.0,0.43787710238516614,0.7270499606324334,0.7051597382549009,0.0004454180598258972,0.0002154037356376648,0.656,0.0006344616413116455,-0.0002143383026123047,0.001554444432258606,0.00707930326461792
8,3,0.4904828310243153,0.6721523021899682,1.0,0.5790786518573557,0.5941358637454142,0.6532384374697828,0.0003930404782295227,0.00017976760864257812,0.882,0.0002837181091308594,0.0003165304660797119,0.000256560742855072,0.0027284622192382812
8,4,0.5599273424849384,0.5554955651250777,1.0,0.44046626982049597,0.4808099321676669,0.5075140347980305,-0.000522322952747345,-0.000612013041973114,0.89,-0.0005682408809661865,-0.0007015466690063477,-0.0007917657494544983,0.001079857349395752
8,5,0.5216459458632547,0.4231601701316111,1.0,0.6080874239027871,0.6013233352758713,0.5851541641431484,-0.0007577314972877502,-9.355694055557251e-05,0.922,-0.00017496943473815918,-0.00029149651527404785,-7.99223780632019e-05,0.00103798508644104
8,6,0.6129054091638891,0.7098347475242303,1.0,0.5688384778474327,0.7724013443024319,0.7935357166639907,-0.001306578516960144,0.00044118985533714294,0.574,-0.00039061903953552246,-0.00013498961925506592,-0.00025869160890579224,0.002324700355529785
8,7,0.5447970937839467,0.6888921869030734,1.0,0.6169249766206317,0.7079585170212337,0.7480162497349979,-9.412318468093872e-05,-0.0004886314272880554,0.78,0.00016444921493530273,-9.086728096008301e-05,-0.00039267539978027344,-0.002274751663208008
8,8,0.6805099642953697,0.5997619396446522,1.0,0.6623010476756679,0.6077817630039293,0.6853700917898929,0.001342780888080597,0.0001227855682373047,0.944,0.000571131706237793,0.0008745193481445312,0.0003920719027519226,0.0007911920547485352
8,9,0.7089048375020648,0.38867330732885363,1.0,0.7159926225316036,0.5201738943885701,0.6017412537844288,-0.00047019124031066895,-0.0009565800428390503,0.79,-0.0004926621913909912,-0.0006368160247802734,3.548711538314819e-05,0.006965935230255127
8,10,0.4727462335639648,0.6205047017716542,1.0,0.7010653894568413,0.5365103251090028,0.5353844997277002,-0.0006851553916931152,0.001573324203491211,0.862,0.0008968710899353027,0.00048479437828063965,0.00022631138563156128,0.0010880529880523682
8,11,0.555182799342109,0.35298762513809384,1.0,0.47210503432624007,0.49567612452554655,0.41997818401145615,5.5320560932159424e-05,5.163997411727905e-05,0.6,0.0003389120101928711,0.00042515993118286133,0.00047410279512405396,7.56382942199707e-05
9,0,0.5780922027697422,0.648541376803021,1.0,0.927427029461707,0.5866078270333557,0.5698454002671438,-0.0007976740598678589,-0.0002484545111656189,0.884,-0.00026786327362060547,-0.0005622208118438721,-0.00018915534019470215,0.0012520551681518555
9,1,0.7452365824010379,0.9385940226564737,1.0,0.6945606734724206,0.9396096065854079,0.8342400865066635,0.0012684687972068787,0.00019366294145584106,0.75,0.00045293569564819336,0.0002964437007904053,0.0013331100344657898,0.011531025171279907
9,2,0.6056443758880568,0.7981695988699264,1.0,0.8155341821427882,0.7554609478779035,0.6648903771140441,0.0010626539587974548,0.0002722516655921936,0.918,0.00037172436714172363,0.00043714046478271484,-0.0002783089876174927,0.0008821338415145874
9,3,0.7503518961561211,0.5236723860027223,1.0,0.41105334069522415,0.6664754339605266,0.5023938223413316,0.001329675316810608,0.0006108134984970093,1.0,0.0009034574031829834,0.0012648403644561768,0.00023159384727478027,0.001310974359512329
9,4,0.7003718659128834,0.5904978595350114,1.0,0.5331838869815195,0.6457390243406484,0.6764649314683344,6.321072578430176e-05,0.0007149279117584229,0.752,0.0003396272659301758,0.00040289759635925293,0.0003766939043998718,0.007978111505508423
9,5,0.7649854994893603,0.5783767179290428,1.0,0.6091787266215933,0.7383937591150322,0.712478597341462,0.0008494332432746887,-7.931888103485107e-05,0.736,0.00022579729557037354,0.0002868175506591797,-0.00021730363368988037,0.0021719634532928467
9,6,0.6958027738637155,0.5224955736678261,1.0,0.6086145971730428,0.5307349499933622,0.6191649856318593,0.0007349923253059387,0.0009044408798217773,0.97,0.0009081661701202393,0.0004737377166748047,2.039968967437744e-05,-0.00016358494758605957
9,7,0.7896900849376283,0.7412116896240618,1.0,0.7261623891803459,0.6250943631148216,0.7934798815303028,0.000614359974861145,0.00015866756439208984,0.926,0.00022676587104797363,0.000376284122467041,0.00023356080055236816,-0.0019122064113616943
9,8,0.6568117072846552,0.7181395372920913,1.0,0.8414459952039492,0.664054915005486,0.7536412662040117,-0.0002599358558654785,0.0005398020148277283,0.624,-0.00017330050468444824,0.0003274083137512207,0.00044889748096466064,0.0015918910503387451
9,9,0.7931948759060008,0.6745790402654063,1.0,0.6730604329085759,0.761196128625115,0.7646582841379435,0.0005918070673942566,-0.00020569562911987305,0.548,0.0001735687255859375,0.00013205409049987793,-0.00018306821584701538,0.0030888617038726807
9,10,0.7125362283765252,0.7506442720266961,1.0,0.45746302705634323,0.8251610982465597,0.5884848181601363,-0.000154152512550354,0.0005924999713897705,0.956,0.00038626790046691895,0.0004298388957977295,0.00024709105491638184,0.0005140304565429688
9,11,0.8977613069564767,0.9405784339620604,1.0,0.6999452762943028,0.9438957006457307,0.9441822090891003,0.0010181441903114319,-0.0001437664031982422,0.868,0.0003841817378997803,0.001204758882522583,-0.00021088868379592896,0.0020917654037475586
10,0,0.6830824356576877,0.6382831694171925,1.0,0.6727683472085648,0.7161976167443286,0.5790173959843482,0.0004287213087081909,0.0017672926187515259,1.0,0.0007967948913574219,0.0013713687658309937,0.00012564659118652344,0.0017631351947784424
