layer,head,old_history_effect,old_history_effect_samples,reverse_effect,reverse_effect_samples,reverse_relative_log,reverse_relative_log_samples,phase_shift_effect,phase_shift_effect_samples,phase_shift_relative_log,phase_shift_relative_log_samples,freeze_latest_effect,freeze_latest_effect_samples,freeze_latest_relative_log,freeze_latest_relative_log_samples,value_mismatch_effect,value_mismatch_effect_samples,value_mismatch_relative_log,value_mismatch_relative_log_samples,reverse_vs_phase_log,reverse_vs_phase_log_samples,correct_top1,correct_top1_samples,correct_margin,correct_margin_samples,hard_wrong_top1,hard_wrong_top1_samples,random_wrong_top1,random_wrong_top1_samples,wrong_top1,wrong_top1_samples,history_specificity,history_specificity_samples,hard_history_specificity,hard_history_specificity_samples,correct_peak_age,correct_peak_age_samples,reverse_relative_log_bootstrap_low,reverse_relative_log_bootstrap_high,reverse_relative_log_bootstrap_p_positive,reverse_relative_log_bootstrap_confidence,reverse_relative_log_cluster_count,phase_shift_relative_log_bootstrap_low,phase_shift_relative_log_bootstrap_high,phase_shift_relative_log_bootstrap_p_positive,phase_shift_relative_log_bootstrap_confidence,phase_shift_relative_log_cluster_count,freeze_latest_relative_log_bootstrap_low,freeze_latest_relative_log_bootstrap_high,freeze_latest_relative_log_bootstrap_p_positive,freeze_latest_relative_log_bootstrap_confidence,freeze_latest_relative_log_cluster_count,value_mismatch_relative_log_bootstrap_low,value_mismatch_relative_log_bootstrap_high,value_mismatch_relative_log_bootstrap_p_positive,value_mismatch_relative_log_bootstrap_confidence,value_mismatch_relative_log_cluster_count,history_specificity_bootstrap_low,history_specificity_bootstrap_high,history_specificity_bootstrap_p_positive,history_specificity_bootstrap_confidence,history_specificity_cluster_count,v136_cphi_score,v136_age_js_score,v136_middle_recent_margin,v136_old_mass_excess,v136_temporal_reach_ratio,history_specificity_label,order_gmm_side,order_label_admissible
0,10,0.17353800684213638,128,0.07933815941214561,128,-0.7261137560051412,128,0.025629344396293163,128,-1.974205711083937,128,0.13184190541505814,128,-0.28362736425605717,128,0.05245388112962246,128,-1.1861944171671734,128,1.1824300070514713,128,0.7524116039276123,128,0.02379932999610901,128,0.7503999471664429,128,0.773817241191864,128,0.7760143876075745,128,-0.020664125680923462,128,0.005206078290939331,128,18.0,128,-0.7900871604591674,-0.6795819796115309,0.0,1.0,128,-2.069049674515507,-1.8790265019228969,0.0,1.0,128,-0.41180538894074087,-0.1991144626687915,0.0,1.0,128,-1.333843207496437,-1.1251529687434625,0.0,1.0,128,-0.026375293731689453,-0.016076743602752686,0.0,1.0,128,0.0,0.0,1.9099787473678589,0.2178422510623932,0.30431652069091797,no_self_history_preference,high_order_response,0
0,11,0.05117507092654705,128,0.03127034101635218,128,-0.5267784270168238,128,0.011932586319744587,128,-1.4830968013757477,128,0.04993421770632267,128,-0.049860838531344556,128,0.011898659635335207,128,-1.4539441034416625,128,0.9347027480308203,128,0.7893486022949219,128,0.013628005981445312,128,0.7862579524517059,128,0.794176310300827,128,0.7955898940563202,128,-0.007357954978942871,128,0.0023581981658935547,128,17.0,128,-0.5717440518680238,-0.48014170363428504,0.0,1.0,128,-1.5333871233056657,-1.4373735328287929,0.0,1.0,128,-0.0655256716341779,-0.031479005245236835,0.0,1.0,128,-1.4997103660901434,-1.423011870573832,0.0,1.0,128,-0.009757399559020996,-0.006234526634216309,0.0,1.0,128,0.0,0.0,-0.10143066942691803,0.01695743203163147,0.43718013167381287,no_self_history_preference,high_order_response,0
1,0,0.04856858775019646,128,0.009888457134366035,128,-1.5151564167840048,128,0.003945419564843178,128,-2.3601740094354318,128,0.0382496640086174,128,-0.19738265911198077,128,0.005489264149218798,128,-2.1216426908590718,128,0.8749740746159446,128,0.8430236876010895,128,0.012366324663162231,128,0.8314745426177979,128,0.8468944430351257,128,0.85255366563797,128,-0.008340954780578613,128,0.007324337959289551,128,6.0,128,-1.5594860592483073,-1.4453295102401313,0.0,1.0,128,-2.4698685242362353,-2.190468854930788,0.0,1.0,128,-0.228823895780409,-0.17726348733752972,0.0,1.0,128,-2.2782570348965643,-1.9887996566545607,0.0,1.0,128,-0.011265933513641357,-0.006012678146362305,0.0,1.0,128,-0.32764406646404254,-0.08619209117505569,-1.7889432311058044,-0.30597175657749176,0.21562978625297546,no_self_history_preference,low_order_response,0
1,1,0.11959179863333702,128,0.03467310220003128,128,-1.1894835320817503,128,0.029331319965422153,128,-1.4326266034439263,128,0.09906807541847229,128,-0.151533618343171,128,0.03525712713599205,128,-1.2239413906617387,128,0.24269928052552914,128,0.5431323945522308,128,0.05971305072307587,128,0.5133152306079865,128,0.5455682873725891,128,0.5560402274131775,128,-0.01225706934928894,128,0.0274125337600708,128,11.0,128,-1.2463103757086431,-1.159623701945971,0.0,1.0,128,-1.4856736685262575,-1.3710476128113434,0.0,1.0,128,-0.2019270500968478,-0.11743731414003611,0.0,1.0,128,-1.2774552960688617,-1.1641437217066195,0.0,1.0,128,-0.025699734687805176,-0.0022308826446533203,0.002,0.998,128,-0.3477430339363866,-0.06982041550324466,0.5940752327442169,0.21259114146232605,0.2689400464296341,no_self_history_preference,low_order_response,0
1,2,0.05015283636748791,128,0.017525075003504753,128,-1.0547885544344664,128,0.006190943997353315,128,-2.0534154762813337,128,0.04317443631589413,128,-0.15988669316407156,128,0.006376326782628894,128,-2.0450917902189127,128,0.96080868528741,128,0.6991795301437378,128,0.016273200511932373,128,0.6850977540016174,128,0.7058880925178528,128,0.7097104787826538,128,-0.009111493825912476,128,0.011129379272460938,128,3.0,128,-1.0990205579652543,-1.0018994540272412,0.0,1.0,128,-2.168071447710032,-1.9408514169215174,0.0,1.0,128,-0.17991151394844415,-0.14173033662939252,0.0,1.0,128,-2.160057454702344,-1.9063171639261325,0.0,1.0,128,-0.012469708919525146,-0.00697404146194458,0.0,1.0,128,-1.0845634644608595,-0.22012209424604035,-1.4139439463615417,-0.36337439715862274,0.286384180188179,no_self_history_preference,low_order_response,0
1,3,0.06462578848004341,128,0.030204237438738346,128,-0.7435339571331592,128,0.01390226511284709,128,-1.5321414373013917,128,0.05741084925830364,128,-0.15139525163616757,128,0.013859796803444624,128,-1.5880610237912034,128,0.7530563025113917,128,0.7067217528820038,128,0.018653452396392822,128,0.7008378207683563,128,0.7104207575321198,128,0.7147201895713806,128,-0.009645074605941772,128,0.005225807428359985,128,12.0,128,-0.8021934797522036,-0.6949961424276844,0.0,1.0,128,-1.6232440525277154,-1.4067491050887144,0.0,1.0,128,-0.18742515949732133,-0.1273524993583657,0.0,1.0,128,-1.661870975656758,-1.4816925218537222,0.0,1.0,128,-0.011277496814727783,-0.007493019104003906,0.0,1.0,128,-0.1838811106982078,-0.14939613446079697,-1.0708208680152893,-0.16577285528182983,0.2979089617729187,no_self_history_preference,high_order_response,0
1,4,0.037993958219885826,128,0.018091796897351742,128,-0.665132592770127,128,0.014407624490559101,128,-0.8825247058894239,128,0.03267311677336693,128,-0.18729641328153535,128,0.014951366931200027,128,-0.8863942226053858,128,0.17696792994229896,128,0.8239128589630127,128,0.03314220905303955,128,0.816948801279068,128,0.8278813660144806,128,0.8317240476608276,128,-0.0011647939682006836,128,0.008749961853027344,128,1.0,128,-0.7231567836567964,-0.6110358089366815,0.0,1.0,128,-0.9398678387203617,-0.7903728208384215,0.0,1.0,128,-0.21601997303529685,-0.15038101838476328,0.0,1.0,128,-0.9238022555446315,-0.8191015867910796,0.0,1.0,128,-0.0033560991287231445,6.526708602905273e-05,0.027,0.973,128,-0.6621356208146458,-0.06277669489423941,-1.3500664234161377,-0.5059432685375214,0.2759864628314972,no_self_history_preference,high_order_response,0
1,5,0.07071969285607338,128,0.007699059089645743,128,-2.129484289870146,128,0.005018934840336442,128,-2.835891009804219,128,0.06405432894825935,128,-0.32049789849869986,128,0.0065508808474987745,128,-2.5922687494336873,128,0.6601919945634904,128,0.40272367000579834,128,0.006638437509536743,128,0.3951387107372284,128,0.42279382050037384,128,0.42976251244544983,128,-0.030449509620666504,128,0.0015602260828018188,128,8.0,128,-2.227022817903559,-2.037243363771544,0.0,1.0,128,-2.889882867735297,-2.7832394525888637,0.0,1.0,128,-0.34387090322661445,-0.2718285814245299,0.0,1.0,128,-2.676499966540579,-2.463049018621714,0.0,1.0,128,-0.03741014003753662,-0.024541914463043213,0.0,1.0,128,-0.29766358262517795,-0.0032930217571399923,-0.17306582629680634,-0.003856837749481201,0.1282438114285469,no_self_history_preference,low_order_response,0
1,6,0.12716253846883774,128,0.07422208413481712,128,-0.604220570596992,128,0.01703077182173729,128,-2.159333681512174,128,0.10758968815207481,128,-0.17161038180586607,128,0.017445478588342667,128,-2.065961136281603,128,1.5846191196228463,128,0.40020419657230377,128,0.048131704330444336,128,0.4043916165828705,128,0.43653950095176697,128,0.44223932921886444,128,-0.06282982975244522,128,-0.004891037940979004,128,16.0,128,-0.6434812195681626,-0.5750581851716655,0.0,1.0,128,-2.211329316238926,-2.120982786316674,0.0,1.0,128,-0.20085604973558632,-0.1414498658468568,0.0,1.0,128,-2.162575674239652,-1.9529363584127244,0.0,1.0,128,-0.0707131028175354,-0.04379624128341675,0.0,1.0,128,-0.7851794621657052,-0.045323997931883006,0.8742284178733826,0.15624210238456726,0.19485629349946976,no_self_history_preference,high_order_response,0
1,7,0.03821874409914017,128,0.01815311796963215,128,-0.631563570633221,128,0.003265854436904192,128,-2.4060280382898758,128,0.026840482838451862,128,-0.29005925486237494,128,0.010658649262040854,128,-1.2329482495870379,128,1.601346624561295,128,0.6733971834182739,128,0.009254679083824158,128,0.504205584526062,128,0.5640720725059509,128,0.5958621203899384,128,0.07626494765281677,128,0.15087652206420898,128,4.5,128,-0.7031547154634631,-0.5690823649717069,0.0,1.0,128,-2.4624807412112837,-2.350468149015492,0.0,1.0,128,-0.31629168751127024,-0.25697036401942486,0.0,1.0,128,-1.386146443820639,-1.0140888296402564,0.0,1.0,128,0.06348323822021484,0.08838796615600586,1.0,1.0,128,-0.9429648171186795,-0.10039040375552973,-1.1318326592445374,-0.13720077276229858,0.16408658772706985,self_history_specific,high_order_response,0
1,8,0.10778385400772095,128,0.037877025082707405,128,-0.9519800961755798,128,0.025895925238728523,128,-1.3778674993843674,128,0.08222124353051186,128,-0.2609259084909733,128,0.03132775146514177,128,-1.241995482511196,128,0.39640744057866945,128,0.68037149310112,128,0.03278958797454834,128,0.6419932842254639,128,0.684949666261673,128,0.696085125207901,128,-0.008622705936431885,128,0.03518056869506836,128,11.0,128,-1.1069254099773458,-0.915513023861078,0.0,1.0,128,-1.4473593836055785,-1.2988572374047782,0.0,1.0,128,-0.3048584979599387,-0.238649958726049,0.0,1.0,128,-1.343756073512353,-1.1294171577627676,0.0,1.0,128,-0.015101148188114167,-0.0030913352966308594,0.005,0.995,128,-0.7839532376010901,-0.4324396824555198,0.3473019599914551,0.19022640585899353,0.3186659812927246,no_self_history_preference,high_order_response,0
1,9,0.08184719830751419,128,0.03226257674396038,128,-0.9596317019208873,128,0.0105488495901227,128,-2.2459306963246046,128,0.08614722639322281,128,-0.1155502664672646,128,0.01100489404052496,128,-2.1630316893897796,128,1.2670580127049944,128,0.8372972011566162,128,0.012520819902420044,128,0.8312063813209534,128,0.8481448292732239,128,0.8497881293296814,128,-0.010632365942001343,128,0.003223925828933716,128,14.0,128,-1.013710341889478,-0.908799105880223,0.0,1.0,128,-2.2921266646343206,-2.1947084300540762,0.0,1.0,128,-0.13872058022863956,-0.08286460173929079,0.0,1.0,128,-2.226906438347927,-2.1139808403003433,0.0,1.0,128,-0.014679193496704102,-0.008719384670257568,0.0,1.0,128,-0.3152348968706429,-0.30095051721088406,-0.6829262673854828,-0.03530871868133545,0.34544289112091064,no_self_history_preference,high_order_response,0
1,10,0.06108679436147213,128,0.011048497632145882,128,-1.7218379030549857,128,0.008179708383977413,128,-1.9955156181131293,128,0.05011501908302307,128,-0.21761933464694144,128,0.009911690838634968,128,-1.7188448159418224,128,0.286836168047201,128,0.687629908323288,128,0.017880350351333618,128,0.6043755114078522,128,0.6481733918190002,128,0.6589979827404022,128,0.030028194189071655,128,0.08255770802497864,128,9.5,128,-1.8587711659632515,-1.5697180386774894,0.0,1.0,128,-2.0743859660177435,-1.9213504246807895,0.0,1.0,128,-0.25527605603019027,-0.19287754709041507,0.0,1.0,128,-1.8323174943875873,-1.522313634176805,0.0,1.0,128,0.02283233404159546,0.0344962477684021,1.0,1.0,128,-0.6864807828828027,-0.0383883233012428,-1.135614037513733,-0.0944000780582428,0.16494231671094894,self_history_specific,low_order_response,0
1,11,0.06594011932611465,128,0.010790243279188871,128,-1.730145227562518,128,0.004448234103620052,128,-2.6519386394044933,128,0.04557488113641739,128,-0.3181837662815326,128,0.013355831615626812,128,-1.565343666493173,128,0.952013865196602,128,0.5560740232467651,128,0.02908952534198761,128,0.4858526438474655,128,0.5287984311580658,128,0.5430236458778381,128,0.015969157218933105,128,0.0838271826505661,128,2.0,128,-1.8198644889298627,-1.6266352210104147,0.0,1.0,128,-2.7278632524821624,-2.566800040406157,0.0,1.0,128,-0.4068101037735485,-0.2589596498213416,0.0,1.0,128,-1.7702529632107609,-1.3826398460022704,0.0,1.0,128,0.005886495113372803,0.029790878295898438,0.996,0.996,128,-0.6516442336295795,-0.6386942993474115,-1.570074737071991,-0.24655744433403015,0.1549316793680191,self_history_specific,low_order_response,0
2,0,0.05569522641599178,128,0.008228607941418886,128,-1.895765390666996,128,0.003435885882936418,128,-2.7696972097466173,128,0.049018191173672676,128,-0.15491966823686443,128,0.017957310192286968,128,-1.121133192483506,128,0.8554461789284554,128,0.6591052114963531,128,0.013522118330001831,128,0.5054388344287872,128,0.5485151708126068,128,0.5653140842914581,128,0.060775309801101685,128,0.11746427416801453,128,2.0,128,-2.0417106958628204,-1.7517852324639087,0.0,1.0,128,-2.9185037419951376,-2.688144706400243,0.0,1.0,128,-0.18117573819004795,-0.11920234647840597,0.0,1.0,128,-1.3302856050006973,-0.9327443502789798,0.0,1.0,128,0.04837679862976074,0.07587337493896484,1.0,1.0,128,-0.3722614853790931,-0.12363431447220363,-1.917339265346527,-0.1916903257369995,0.18935121595859528,self_history_specific,low_order_response,0
2,1,0.07398680597543716,128,0.0111201754771173,128,-1.8757618631397415,128,0.0053623400162905455,128,-2.541759072122361,128,0.06952426210045815,128,-0.08185694969858018,128,0.01674834731966257,128,-1.4675796221231758,128,0.6275381858742168,128,0.589207649230957,128,0.023556843400001526,128,0.5168240070343018,128,0.5755471587181091,128,0.5853716433048248,128,0.005723863840103149,128,0.07014930248260498,128,3.0,128,-1.9794297604222502,-1.7974810250299311,0.0,1.0,128,-2.6577702059249613,-2.4432609576468916,0.0,1.0,128,-0.12135647424440218,-0.0734716026051282,0.0,1.0,128,-1.590361432148048,-1.3211272577259425,0.0,1.0,128,-0.0004987120628356934,0.013371050357818604,0.904,0.904,128,-0.16507408129527074,-0.04379627752425411,-1.8384376168251038,-0.18427148461341858,0.16039852052927017,self_history_specific,low_order_response,0
2,2,0.0536599513143301,128,0.01643535029143095,128,-1.1018085298977613,128,0.004794443491846323,128,-2.357916882661838,128,0.04189874976873398,128,-0.19116203337537252,128,0.0070455477107316256,128,-2.0695114836109383,128,1.266829991604994,128,0.8558842241764069,128,0.0060832202434539795,128,0.8422934710979462,128,0.8582014441490173,128,0.8621458113193512,128,-0.008648544549942017,128,0.014729827642440796,128,2.0,128,-1.2058195194878583,-0.9648141420024434,0.0,1.0,128,-2.423956339181422,-2.297681676217469,0.0,1.0,128,-0.20200461994514626,-0.1709016279061956,0.0,1.0,128,-2.119276727861542,-2.018077442705845,0.0,1.0,128,-0.011480271816253662,-0.0057900056242942925,0.0,1.0,128,-1.2514327688321292,-0.10456282362863738,-1.9333798289299011,-0.29846473038196564,0.18595439195632935,no_self_history_preference,low_order_response,0
2,3,0.06410472095012665,128,0.04080561175942421,128,-0.42206228714741056,128,0.020868352614343166,128,-1.0696845846976375,128,0.060315802693367004,128,-0.08040913596482785,128,0.02090943418443203,128,-1.1031067433233068,128,0.6590639852035916,128,0.6706430912017822,128,0.01029863953590393,128,0.6692611277103424,128,0.6767454147338867,128,0.6813369989395142,128,-0.00790366530418396,128,0.004428654909133911,128,6.0,128,-0.49738865968541246,-0.3804647571673871,0.0,1.0,128,-1.129255668798185,-1.0397314637858575,0.0,1.0,128,-0.09790321837268495,-0.06970628215742869,0.0,1.0,128,-1.1269447516028543,-1.052292575739288,0.0,1.0,128,-0.010832130908966064,-0.00661998987197876,0.0,1.0,128,-0.27800488171608084,-0.08928419010553507,0.4382825940847397,0.16531223058700562,0.6030224859714508,no_self_history_preference,high_order_response,0
2,4,0.1015726737678051,128,0.08434587717056274,128,-0.2481050709787028,128,0.032128725200891495,128,-1.1207151386559662,128,0.10713857784867287,128,0.009372224511471683,128,0.03335314057767391,128,-1.1177451680516293,128,0.9149759287711614,128,0.7710951864719391,128,0.02298298478126526,128,0.7633721828460693,128,0.7823285162448883,128,0.786953330039978,128,-0.010833889245986938,128,0.008443295955657959,128,17.0,128,-0.268480233598794,-0.21852908999797338,0.0,1.0,128,-1.161221565929968,-1.08963342047502,0.0,1.0,128,-0.01076185736343275,0.03155208810045528,0.689,0.689,128,-1.1888351931782433,-1.0930534852700684,0.0,1.0,128,-0.013715456426143646,-0.008325344324111939,0.0,1.0,128,-0.14734809754672917,-0.0588753995800876,0.4841367304325104,0.17513743042945862,0.6310361623764038,no_self_history_preference,high_order_response,0
